ticket_id,tower_id,opened_date,closed_date,work_type,crew_type,root_cause,downtime_hours,cost_myr,is_corrective
WO_002757,MY_N12035797862,2025-12-26,2025-12-27,scheduled_inspection,civil,scheduled_inspection,0.5,128,False
WO_002758,MY_N13103284367,2025-12-26,2025-12-30,raise_cabinet_and_seal,civil,flood,7.4,5483,True
WO_002759,MY_N3902995310,2025-12-26,2025-12-27,raise_cabinet_and_seal,civil,flood,3.0,3729,True
WO_002760,MY_N7033248825,2025-12-26,2025-12-27,slope_stabilize_and_tension,civil,terrain,7.2,4224,True
WO_002761,MY_W1381588641,2025-12-26,2025-12-27,scheduled_inspection,civil,scheduled_inspection,0.4,689,False
WO_002762,MY_W1545410197,2025-12-26,2025-12-29,raise_cabinet_and_seal,civil,flood,6.6,3831,True
WO_002763,MY_N12131514587,2025-12-27,2025-12-28,scheduled_inspection,civil,scheduled_inspection,0.9,536,False
WO_002764,MY_N13186063976,2025-12-27,2025-12-28,scheduled_inspection,civil,scheduled_inspection,0.9,357,False
WO_002765,MY_N3902995310,2025-12-27,2025-12-31,raise_cabinet_and_seal,civil,flood,4.1,2264,True
WO_002766,MY_N8825706826,2025-12-27,2026-01-01,raise_cabinet_and_seal,civil,flood,6.9,2045,True
WO_002767,MY_N12118428198,2025-12-28,2025-12-29,scheduled_inspection,civil,scheduled_inspection,1.1,312,False
WO_002768,MY_N12548986934,2025-12-28,2025-12-31,raise_cabinet_and_seal,civil,flood,8.6,7094,True
WO_002769,MY_N13659918586,2025-12-28,2026-01-02,radio_unit_refresh,rf,equipment,0.2,840,True
WO_002770,MY_N8194411113,2025-12-30,2025-12-31,scheduled_inspection,civil,scheduled_inspection,4.4,1351,False
WO_002771,MY_N8971623432,2025-12-31,2026-01-01,scheduled_inspection,civil,scheduled_inspection,1.9,617,False
WO_002772,MY_N13057626241,2026-01-01,2026-01-02,raise_cabinet_and_seal,civil,flood,6.9,812,True
WO_002773,MY_N4436507977,2026-01-01,2026-01-06,slope_stabilize_and_tension,civil,terrain,8.4,3178,True
WO_002774,MY_N13456366477,2026-01-02,2026-01-03,scheduled_inspection,civil,scheduled_inspection,0.7,693,False
WO_002775,MY_N8148777715,2026-01-02,2026-01-03,scheduled_inspection,civil,scheduled_inspection,0.9,463,False
WO_002776,MY_N8263445804,2026-01-02,2026-01-03,scheduled_inspection,civil,scheduled_inspection,2.1,296,False
WO_002777,MY_W1386907231,2026-01-02,2026-01-05,slope_stabilize_and_tension,civil,terrain,2.3,4505,True
WO_002778,MY_W1545410197,2026-01-02,2026-01-07,raise_cabinet_and_seal,civil,flood,4.1,6708,True
WO_002779,MY_N12068508652,2026-01-03,2026-01-04,scheduled_inspection,civil,scheduled_inspection,1.4,263,False
WO_002780,MY_N12270101746,2026-01-03,2026-01-04,scheduled_inspection,civil,scheduled_inspection,0.7,1552,False
WO_002781,MY_N13517883535,2026-01-03,2026-01-04,vegetation_clearance,civil,vegetation,10.1,5302,True
WO_002782,MY_N1662564012,2026-01-03,2026-01-05,slope_stabilize_and_tension,civil,terrain,5.5,1479,True
WO_002783,MY_N6354464187,2026-01-03,2026-01-08,slope_stabilize_and_tension,civil,terrain,8.8,12062,True
WO_002784,MY_N8044980541,2026-01-03,2026-01-07,battery_genset_service,power,power,5.5,326,True
WO_002785,MY_N8987661324,2026-01-03,2026-01-06,raise_cabinet_and_seal,civil,flood,3.0,3684,True
WO_002786,MY_N11167076406,2026-01-04,2026-01-09,slope_stabilize_and_tension,civil,terrain,5.5,8456,True
WO_002787,MY_N12309364294,2026-01-04,2026-01-06,vegetation_clearance,civil,vegetation,17.1,1098,True
WO_002788,MY_N12773184677,2026-01-04,2026-01-08,raise_cabinet_and_seal,civil,flood,13.3,1079,True
WO_002789,MY_N506433555,2026-01-04,2026-01-09,raise_cabinet_and_seal,civil,flood,2.3,4781,True
WO_002790,MY_N6700401660,2026-01-04,2026-01-05,scheduled_inspection,civil,scheduled_inspection,1.4,694,False
WO_002791,MY_W822583264,2026-01-04,2026-01-05,scheduled_inspection,civil,scheduled_inspection,4.4,736,False
WO_002792,MY_N12309364295,2026-01-05,2026-01-08,raise_cabinet_and_seal,civil,flood,4.8,1276,True
WO_002793,MY_N13502641928,2026-01-05,2026-01-09,raise_cabinet_and_seal,civil,flood,6.5,3540,True
WO_002794,MY_N506433555,2026-01-05,2026-01-09,battery_genset_service,power,power,2.4,559,True
WO_002795,MY_N8004208520,2026-01-05,2026-01-06,slope_stabilize_and_tension,civil,terrain,5.4,2392,True
WO_002796,MY_N8327095826,2026-01-05,2026-01-09,battery_genset_service,power,power,4.6,2510,True
WO_002797,MY_N13659918586,2026-01-06,2026-01-11,raise_cabinet_and_seal,civil,flood,14.6,5650,True
WO_002798,MY_N13809732758,2026-01-06,2026-01-10,slope_stabilize_and_tension,civil,terrain,1.1,348,True
WO_002799,MY_N13979312124,2026-01-06,2026-01-07,raise_cabinet_and_seal,civil,flood,16.8,1489,True
WO_002800,MY_N5742976628,2026-01-06,2026-01-07,raise_cabinet_and_seal,civil,flood,10.9,514,True
WO_002801,MY_N8806058356,2026-01-06,2026-01-07,raise_cabinet_and_seal,civil,flood,3.4,876,True
WO_002802,MY_N10801806749,2026-01-07,2026-01-12,raise_cabinet_and_seal,civil,flood,8.5,1296,True
WO_002803,MY_N11482095447,2026-01-07,2026-01-10,raise_cabinet_and_seal,civil,flood,13.0,1330,True
WO_002804,MY_N3902995318,2026-01-07,2026-01-12,vegetation_clearance,civil,vegetation,9.5,2527,True
WO_002805,MY_N6354464187,2026-01-07,2026-01-12,raise_cabinet_and_seal,civil,flood,16.0,2215,True
WO_002806,MY_N12773184677,2026-01-08,2026-01-09,raise_cabinet_and_seal,civil,flood,3.0,5168,True
WO_002807,MY_N13103284367,2026-01-08,2026-01-12,raise_cabinet_and_seal,civil,flood,9.1,1902,True
WO_002808,MY_N1662564012,2026-01-08,2026-01-10,battery_genset_service,power,power,8.0,2194,True
WO_002809,MY_N3902995227,2026-01-08,2026-01-09,scheduled_inspection,civil,scheduled_inspection,2.8,902,False
WO_002810,MY_N11484371222,2026-01-09,2026-01-14,radio_unit_refresh,rf,equipment,10.0,3861,True
WO_002811,MY_N13979312124,2026-01-09,2026-01-10,raise_cabinet_and_seal,civil,flood,8.2,4660,True
WO_002812,MY_N3902995318,2026-01-09,2026-01-10,slope_stabilize_and_tension,civil,terrain,10.6,1360,True
WO_002813,MY_N6745537233,2026-01-09,2026-01-10,battery_genset_service,power,power,6.0,2636,True
WO_002814,MY_N8281177692,2026-01-09,2026-01-10,scheduled_inspection,civil,scheduled_inspection,1.9,426,False
WO_002815,MY_N11659562129,2026-01-10,2026-01-15,slope_stabilize_and_tension,civil,terrain,17.7,2230,True
WO_002816,MY_N12135375711,2026-01-10,2026-01-13,raise_cabinet_and_seal,civil,flood,3.7,1489,True
WO_002817,MY_N7033248825,2026-01-10,2026-01-12,raise_cabinet_and_seal,civil,flood,7.5,347,True
WO_002818,MY_N8090717866,2026-01-10,2026-01-11,scheduled_inspection,civil,scheduled_inspection,0.5,884,False
WO_002819,MY_W1456021260,2026-01-10,2026-01-11,scheduled_inspection,civil,scheduled_inspection,0.4,713,False
WO_002820,MY_N1662637919,2026-01-12,2026-01-17,slope_stabilize_and_tension,civil,terrain,4.2,3238,True
WO_002821,MY_N9040016332,2026-01-12,2026-01-15,raise_cabinet_and_seal,civil,flood,4.2,1929,True
WO_002822,MY_W728820002,2026-01-12,2026-01-15,raise_cabinet_and_seal,civil,flood,7.6,2443,True
WO_002823,MY_N11167076406,2026-01-13,2026-01-14,raise_cabinet_and_seal,civil,flood,5.1,1322,True
WO_002824,MY_N6093033474,2026-01-13,2026-01-14,vegetation_clearance,civil,vegetation,4.2,2449,True
WO_002825,MY_N9469288221,2026-01-13,2026-01-14,scheduled_inspection,civil,scheduled_inspection,1.8,792,False
WO_002826,MY_N11659562129,2026-01-14,2026-01-19,vegetation_clearance,civil,vegetation,7.6,416,True
WO_002827,MY_N12137024409,2026-01-14,2026-01-19,raise_cabinet_and_seal,civil,flood,4.0,430,True
WO_002828,MY_N12889290985,2026-01-14,2026-01-15,scheduled_inspection,civil,scheduled_inspection,1.9,470,False
WO_002829,MY_N4124017454,2026-01-14,2026-01-15,scheduled_inspection,civil,scheduled_inspection,0.7,670,False
WO_002830,MY_N13015606467,2026-01-15,2026-01-18,slope_stabilize_and_tension,civil,terrain,6.1,3931,True
WO_002831,MY_N13335390186,2026-01-15,2026-01-16,vegetation_clearance,civil,vegetation,3.1,1221,True
WO_002832,MY_N3902995318,2026-01-15,2026-01-19,battery_genset_service,power,power,3.8,533,True
WO_002833,MY_W1386907231,2026-01-15,2026-01-17,vegetation_clearance,civil,vegetation,6.4,2198,True
WO_002834,MY_N10746755999,2026-01-16,2026-01-17,scheduled_inspection,civil,scheduled_inspection,0.7,282,False
WO_002835,MY_N12132195205,2026-01-16,2026-01-17,scheduled_inspection,civil,scheduled_inspection,1.3,128,False
WO_002836,MY_N13331200729,2026-01-16,2026-01-19,slope_stabilize_and_tension,civil,terrain,7.3,1313,True
WO_002837,MY_N8025859449,2026-01-16,2026-01-19,battery_genset_service,power,power,14.1,1916,True
WO_002838,MY_N11738300326,2026-01-17,2026-01-18,vegetation_clearance,civil,vegetation,2.3,4376,True
WO_002839,MY_N9004704891,2026-01-17,2026-01-20,radio_unit_refresh,rf,equipment,5.7,7311,True
WO_002840,MY_N11659562133,2026-01-18,2026-01-19,scheduled_inspection,civil,scheduled_inspection,0.5,616,False
WO_002841,MY_W822583298,2026-01-18,2026-01-19,raise_cabinet_and_seal,civil,flood,7.7,1235,True
WO_002842,MY_N10802588447,2026-01-19,2026-01-24,raise_cabinet_and_seal,civil,flood,6.0,4467,True
WO_002843,MY_N12097355159,2026-01-19,2026-01-20,scheduled_inspection,civil,scheduled_inspection,0.5,517,False
WO_002844,MY_N12309364295,2026-01-19,2026-01-21,raise_cabinet_and_seal,civil,flood,4.0,1696,True
WO_002845,MY_N3901387616,2026-01-19,2026-01-21,raise_cabinet_and_seal,civil,flood,2.9,772,True
WO_002846,MY_N9040477852,2026-01-19,2026-01-20,scheduled_inspection,civil,scheduled_inspection,1.5,734,False
WO_002847,MY_N10736133691,2026-01-20,2026-01-23,battery_genset_service,power,power,1.5,1470,True
WO_002848,MY_N13502641928,2026-01-20,2026-01-21,vegetation_clearance,civil,vegetation,6.8,1466,True
WO_002849,MY_N6093033474,2026-01-20,2026-01-22,raise_cabinet_and_seal,civil,flood,8.6,1387,True
WO_002850,MY_N8348937880,2026-01-20,2026-01-25,raise_cabinet_and_seal,civil,flood,0.6,797,True
WO_002851,MY_N12309364295,2026-01-21,2026-01-25,radio_unit_refresh,rf,equipment,8.7,2705,True
WO_002852,MY_N13659918586,2026-01-21,2026-01-25,raise_cabinet_and_seal,civil,flood,3.0,376,True
WO_002853,MY_N3623367413,2026-01-21,2026-01-22,scheduled_inspection,civil,scheduled_inspection,0.3,196,False
WO_002854,MY_N9968171086,2026-01-21,2026-01-24,raise_cabinet_and_seal,civil,flood,5.1,143,True
WO_002855,MY_N12137013097,2026-01-22,2026-01-27,raise_cabinet_and_seal,civil,flood,12.5,557,True
WO_002856,MY_N13331200718,2026-01-22,2026-01-23,scheduled_inspection,civil,scheduled_inspection,0.3,411,False
WO_002857,MY_W1259673925,2026-01-22,2026-01-23,scheduled_inspection,civil,scheduled_inspection,2.8,1256,False
WO_002858,MY_N12773184677,2026-01-23,2026-01-24,raise_cabinet_and_seal,civil,flood,2.8,8103,True
WO_002859,MY_N8088772324,2026-01-23,2026-01-24,scheduled_inspection,civil,scheduled_inspection,1.7,1252,False
WO_002860,MY_N8971623432,2026-01-23,2026-01-24,scheduled_inspection,civil,scheduled_inspection,2.5,1155,False
WO_002861,MY_W1274670480,2026-01-23,2026-01-24,scheduled_inspection,civil,scheduled_inspection,0.7,453,False
WO_002862,MY_N11167076406,2026-01-24,2026-01-26,vegetation_clearance,civil,vegetation,6.3,2770,True
WO_002863,MY_N13015606467,2026-01-24,2026-01-27,raise_cabinet_and_seal,civil,flood,10.7,5997,True
WO_002864,MY_N5392512623,2026-01-24,2026-01-25,scheduled_inspection,civil,scheduled_inspection,1.3,987,False
WO_002865,MY_N8899964135,2026-01-24,2026-01-25,raise_cabinet_and_seal,civil,flood,9.1,7234,True
WO_002866,MY_N11738300326,2026-01-25,2026-01-26,raise_cabinet_and_seal,civil,flood,14.8,596,True
WO_002867,MY_N11875484226,2026-01-25,2026-01-27,raise_cabinet_and_seal,civil,flood,12.8,570,True
WO_002868,MY_N12773184677,2026-01-25,2026-01-30,battery_genset_service,power,power,2.0,2252,True
WO_002869,MY_N3902995310,2026-01-25,2026-01-27,radio_unit_refresh,rf,equipment,7.4,3330,True
WO_002870,MY_N8422298542,2026-01-25,2026-01-28,raise_cabinet_and_seal,civil,flood,3.6,1917,True
WO_002871,MY_N9038719774,2026-01-25,2026-01-26,scheduled_inspection,civil,scheduled_inspection,1.6,278,False
WO_002872,MY_N9466091146,2026-01-25,2026-01-30,slope_stabilize_and_tension,civil,terrain,1.9,735,True
WO_002873,MY_W1285114522,2026-01-25,2026-01-27,battery_genset_service,power,power,2.7,359,True
WO_002874,MY_N11962284837,2026-01-26,2026-01-27,battery_genset_service,power,power,4.7,2569,True
WO_002875,MY_N12137013091,2026-01-26,2026-01-31,radio_unit_refresh,rf,equipment,1.4,4382,True
WO_002876,MY_N12137013097,2026-01-26,2026-01-31,raise_cabinet_and_seal,civil,flood,7.4,2035,True
WO_002877,MY_N12546408507,2026-01-26,2026-01-28,raise_cabinet_and_seal,civil,flood,3.8,1838,True
WO_002878,MY_N6745537233,2026-01-26,2026-01-29,raise_cabinet_and_seal,civil,flood,3.1,2075,True
WO_002879,MY_N8327095826,2026-01-26,2026-01-31,slope_stabilize_and_tension,civil,terrain,19.7,1291,True
WO_002880,MY_W1270085203,2026-01-26,2026-01-30,slope_stabilize_and_tension,civil,terrain,4.9,1792,True
WO_002881,MY_N13517883535,2026-01-27,2026-01-29,raise_cabinet_and_seal,civil,flood,5.9,4370,True
WO_002882,MY_N9006098842,2026-01-27,2026-01-28,raise_cabinet_and_seal,civil,flood,8.7,2283,True
WO_002883,MY_N13142317645,2026-01-28,2026-01-30,raise_cabinet_and_seal,civil,flood,3.6,965,True
WO_002884,MY_N8068563589,2026-01-28,2026-01-29,vegetation_clearance,civil,vegetation,74.6,44619,True
WO_002885,MY_N8327095826,2026-01-28,2026-01-31,vegetation_clearance,civil,vegetation,3.6,1357,True
WO_002886,MY_N6745537235,2026-01-31,2026-02-01,scheduled_inspection,civil,scheduled_inspection,0.8,1027,False
WO_002887,MY_N11167076406,2026-02-01,2026-02-05,vegetation_clearance,civil,vegetation,5.0,2900,True
WO_002888,MY_N11526632808,2026-02-01,2026-02-02,scheduled_inspection,civil,scheduled_inspection,0.9,195,False
WO_002889,MY_N12137024409,2026-02-01,2026-02-05,raise_cabinet_and_seal,civil,flood,7.7,1920,True
WO_002890,MY_N12603668089,2026-02-01,2026-02-06,raise_cabinet_and_seal,civil,flood,1.3,4302,True
WO_002891,MY_N13015606467,2026-02-01,2026-02-05,raise_cabinet_and_seal,civil,flood,9.1,2406,True
WO_002892,MY_N13517883535,2026-02-01,2026-02-06,slope_stabilize_and_tension,civil,terrain,8.2,5149,True
WO_002893,MY_N8988150891,2026-02-01,2026-02-02,scheduled_inspection,civil,scheduled_inspection,0.3,1723,False
WO_002894,MY_N9006098842,2026-02-01,2026-02-04,radio_unit_refresh,rf,equipment,4.2,943,True
WO_002895,MY_W1304210547,2026-02-01,2026-02-02,scheduled_inspection,civil,scheduled_inspection,3.5,1649,False
WO_002896,MY_N12105659133,2026-02-02,2026-02-03,scheduled_inspection,civil,scheduled_inspection,2.5,397,False
WO_002897,MY_N13678930905,2026-02-02,2026-02-07,vegetation_clearance,civil,vegetation,4.1,3490,True
WO_002898,MY_N6157011103,2026-02-02,2026-02-03,vegetation_clearance,civil,vegetation,0.9,796,True
WO_002899,MY_N11151660426,2026-02-03,2026-02-06,battery_genset_service,power,power,10.7,5362,True
WO_002900,MY_N8327095826,2026-02-03,2026-02-05,slope_stabilize_and_tension,civil,terrain,4.3,1043,True
WO_002901,MY_W1383475622,2026-02-03,2026-02-06,battery_genset_service,power,power,4.8,477,True
WO_002902,MY_N12137013081,2026-02-04,2026-02-05,scheduled_inspection,civil,scheduled_inspection,2.4,967,False
WO_002903,MY_N12137024409,2026-02-04,2026-02-09,vegetation_clearance,civil,vegetation,6.4,1181,True
WO_002904,MY_N2526527663,2026-02-04,2026-02-05,scheduled_inspection,civil,scheduled_inspection,0.6,117,False
WO_002905,MY_N8106032860,2026-02-04,2026-02-05,scheduled_inspection,civil,scheduled_inspection,4.3,413,False
WO_002906,MY_N8327095826,2026-02-04,2026-02-09,battery_genset_service,power,power,14.2,2418,True
WO_002907,MY_N8920295576,2026-02-04,2026-02-09,battery_genset_service,power,power,6.4,3652,True
WO_002908,MY_N12603668089,2026-02-05,2026-02-06,raise_cabinet_and_seal,civil,flood,1.2,1430,True
WO_002909,MY_N3902995322,2026-02-05,2026-02-06,scheduled_inspection,civil,scheduled_inspection,5.4,581,False
WO_002910,MY_N6745537233,2026-02-05,2026-02-06,slope_stabilize_and_tension,civil,terrain,4.5,5731,True
WO_002911,MY_N8106032860,2026-02-05,2026-02-06,scheduled_inspection,civil,scheduled_inspection,0.4,17,False
WO_002912,MY_N11478359637,2026-02-06,2026-02-11,raise_cabinet_and_seal,civil,flood,0.7,3714,True
WO_002913,MY_N12135373696,2026-02-07,2026-02-10,vegetation_clearance,civil,vegetation,1.3,1638,True
WO_002914,MY_N12309364294,2026-02-07,2026-02-08,slope_stabilize_and_tension,civil,terrain,5.0,1195,True
WO_002915,MY_N12773184677,2026-02-07,2026-02-11,raise_cabinet_and_seal,civil,flood,2.4,6568,True
WO_002916,MY_N3901387616,2026-02-07,2026-02-10,slope_stabilize_and_tension,civil,terrain,6.7,2704,True
WO_002917,MY_N3902995310,2026-02-07,2026-02-11,raise_cabinet_and_seal,civil,flood,5.2,1513,True
WO_002918,MY_N6354464187,2026-02-07,2026-02-12,raise_cabinet_and_seal,civil,flood,11.6,5048,True
WO_002919,MY_N11727753196,2026-02-08,2026-02-09,scheduled_inspection,civil,scheduled_inspection,0.5,300,False
WO_002920,MY_N11802478955,2026-02-08,2026-02-12,raise_cabinet_and_seal,civil,flood,19.4,2729,True
WO_002921,MY_N13891743611,2026-02-08,2026-02-11,raise_cabinet_and_seal,civil,flood,5.5,3251,True
WO_002922,MY_N9037393722,2026-02-08,2026-02-09,scheduled_inspection,civil,scheduled_inspection,1.2,1942,False
WO_002923,MY_W1267147816,2026-02-08,2026-02-09,scheduled_inspection,civil,scheduled_inspection,1.7,860,False
WO_002924,MY_N11659562142,2026-02-09,2026-02-10,raise_cabinet_and_seal,civil,flood,2.6,1738,True
WO_002925,MY_N12177011820,2026-02-09,2026-02-10,scheduled_inspection,civil,scheduled_inspection,2.1,778,False
WO_002926,MY_N7033248825,2026-02-09,2026-02-10,scheduled_inspection,civil,scheduled_inspection,2.5,295,False
WO_002927,MY_N11484371222,2026-02-10,2026-02-12,vegetation_clearance,civil,vegetation,5.6,4721,True
WO_002928,MY_N12270851329,2026-02-10,2026-02-15,slope_stabilize_and_tension,civil,terrain,3.4,1282,True
WO_002929,MY_N13326193730,2026-02-10,2026-02-14,slope_stabilize_and_tension,civil,terrain,4.5,1481,True
WO_002930,MY_N13526994647,2026-02-10,2026-02-11,scheduled_inspection,civil,scheduled_inspection,0.7,381,False
WO_002931,MY_N13659918586,2026-02-10,2026-02-12,raise_cabinet_and_seal,civil,flood,2.5,1901,True
WO_002932,MY_N5046482112,2026-02-10,2026-02-11,scheduled_inspection,civil,scheduled_inspection,2.0,771,False
WO_002933,MY_N13142317645,2026-02-11,2026-02-16,raise_cabinet_and_seal,civil,flood,6.9,6819,True
WO_002934,MY_N3901579514,2026-02-11,2026-02-12,scheduled_inspection,civil,scheduled_inspection,1.4,185,False
WO_002935,MY_N4553240947,2026-02-11,2026-02-15,raise_cabinet_and_seal,civil,flood,1.7,2367,True
WO_002936,MY_N11167076406,2026-02-12,2026-02-16,slope_stabilize_and_tension,civil,terrain,6.2,3088,True
WO_002937,MY_N12531429458,2026-02-12,2026-02-17,raise_cabinet_and_seal,civil,flood,7.7,4544,True
WO_002938,MY_N3902995275,2026-02-12,2026-02-14,battery_genset_service,power,power,3.1,1895,True
WO_002939,MY_N9084071195,2026-02-12,2026-02-14,slope_stabilize_and_tension,civil,terrain,4.6,1902,True
WO_002940,MY_N6354464187,2026-02-13,2026-02-15,raise_cabinet_and_seal,civil,flood,5.5,1666,True
WO_002941,MY_N7033248825,2026-02-13,2026-02-18,battery_genset_service,power,power,6.7,3195,True
WO_002942,MY_N10230275358,2026-02-14,2026-02-15,scheduled_inspection,civil,scheduled_inspection,0.3,281,False
WO_002943,MY_N11802478955,2026-02-14,2026-02-19,raise_cabinet_and_seal,civil,flood,20.0,374,True
WO_002944,MY_N12137013095,2026-02-14,2026-02-15,scheduled_inspection,civil,scheduled_inspection,1.1,926,False
WO_002945,MY_N12137024409,2026-02-14,2026-02-18,vegetation_clearance,civil,vegetation,6.1,2166,True
WO_002946,MY_N1662564012,2026-02-14,2026-02-17,slope_stabilize_and_tension,civil,terrain,10.6,1520,True
WO_002947,MY_N4625627407,2026-02-14,2026-02-15,scheduled_inspection,civil,scheduled_inspection,6.4,738,False
WO_002948,MY_W1264710479,2026-02-14,2026-02-15,scheduled_inspection,civil,scheduled_inspection,1.4,1084,False
WO_002949,MY_W1267147815,2026-02-14,2026-02-15,vegetation_clearance,civil,vegetation,1.3,2407,True
WO_002950,MY_N13659918586,2026-02-15,2026-02-19,slope_stabilize_and_tension,civil,terrain,13.1,2201,True
WO_002951,MY_N8327095826,2026-02-15,2026-02-19,slope_stabilize_and_tension,civil,terrain,4.3,5647,True
WO_002952,MY_W1545410197,2026-02-15,2026-02-20,raise_cabinet_and_seal,civil,flood,3.6,1709,True
WO_002953,MY_N11659562142,2026-02-16,2026-02-20,raise_cabinet_and_seal,civil,flood,2.7,3810,True
WO_002954,MY_N13142317645,2026-02-16,2026-02-21,vegetation_clearance,civil,vegetation,8.7,2457,True
WO_002955,MY_W1545410197,2026-02-16,2026-02-18,slope_stabilize_and_tension,civil,terrain,3.8,1778,True
WO_002956,MY_N13459535295,2026-02-17,2026-02-18,scheduled_inspection,civil,scheduled_inspection,4.5,938,False
WO_002957,MY_N3902995301,2026-02-17,2026-02-20,vegetation_clearance,civil,vegetation,4.1,2748,True
WO_002958,MY_W1311793314,2026-02-17,2026-02-18,slope_stabilize_and_tension,civil,terrain,1.5,3821,True
WO_002959,MY_N11472433066,2026-02-18,2026-02-23,raise_cabinet_and_seal,civil,flood,2.6,2811,True
WO_002960,MY_N12531429458,2026-02-18,2026-02-23,raise_cabinet_and_seal,civil,flood,2.5,1611,True
WO_002961,MY_N8191059241,2026-02-18,2026-02-20,raise_cabinet_and_seal,civil,flood,6.2,1757,True
WO_002962,MY_N11472433066,2026-02-19,2026-02-20,raise_cabinet_and_seal,civil,flood,7.6,1294,True
WO_002963,MY_N1662637919,2026-02-19,2026-02-24,slope_stabilize_and_tension,civil,terrain,1.3,1912,True
WO_002964,MY_N3902995301,2026-02-19,2026-02-21,raise_cabinet_and_seal,civil,flood,8.7,2792,True
WO_002965,MY_N8883327417,2026-02-19,2026-02-20,scheduled_inspection,civil,scheduled_inspection,1.9,3430,False
WO_002966,MY_N11875484224,2026-02-20,2026-02-23,slope_stabilize_and_tension,civil,terrain,6.8,2298,True
WO_002967,MY_N11548619078,2026-02-21,2026-02-22,scheduled_inspection,civil,scheduled_inspection,2.8,284,False
WO_002968,MY_N3901579514,2026-02-21,2026-02-22,scheduled_inspection,civil,scheduled_inspection,0.7,648,False
WO_002969,MY_N8044980541,2026-02-21,2026-02-25,vegetation_clearance,civil,vegetation,11.5,3662,True
WO_002970,MY_W728820002,2026-02-21,2026-02-22,raise_cabinet_and_seal,civil,flood,3.1,3430,True
WO_002971,MY_N12773184677,2026-02-22,2026-02-23,scheduled_inspection,civil,scheduled_inspection,3.0,466,False
WO_002972,MY_N13103629671,2026-02-22,2026-02-23,scheduled_inspection,civil,scheduled_inspection,1.1,649,False
WO_002973,MY_N13335390186,2026-02-22,2026-02-23,slope_stabilize_and_tension,civil,terrain,10.9,2456,True
WO_002974,MY_N9968171086,2026-02-22,2026-02-24,raise_cabinet_and_seal,civil,flood,3.8,1368,True
WO_002975,MY_N11875484224,2026-02-23,2026-02-26,raise_cabinet_and_seal,civil,flood,9.1,3592,True
WO_002976,MY_N12968711538,2026-02-23,2026-02-25,slope_stabilize_and_tension,civil,terrain,0.7,667,True
WO_002977,MY_N13015606467,2026-02-23,2026-02-26,raise_cabinet_and_seal,civil,flood,16.8,5202,True
WO_002978,MY_N13103284367,2026-02-23,2026-02-25,raise_cabinet_and_seal,civil,flood,2.1,696,True
WO_002979,MY_N13517883535,2026-02-23,2026-02-28,raise_cabinet_and_seal,civil,flood,12.1,3119,True
WO_002980,MY_N506433555,2026-02-23,2026-02-28,raise_cabinet_and_seal,civil,flood,3.3,2848,True
WO_002981,MY_N8176878231,2026-02-23,2026-02-24,battery_genset_service,power,power,15.7,3969,True
WO_002982,MY_N13979312124,2026-02-24,2026-02-27,vegetation_clearance,civil,vegetation,1.9,1111,True
WO_002983,MY_N11990327538,2026-02-25,2026-02-27,raise_cabinet_and_seal,civil,flood,1.1,594,True
WO_002984,MY_N13517883535,2026-02-25,2026-03-02,raise_cabinet_and_seal,civil,flood,2.3,6413,True
WO_002985,MY_N6093033474,2026-02-25,2026-03-01,raise_cabinet_and_seal,civil,flood,5.9,6521,True
WO_002986,MY_W1386907231,2026-02-25,2026-02-28,battery_genset_service,power,power,1.3,9580,True
WO_002987,MY_N11221657074,2026-02-26,2026-02-27,scheduled_inspection,civil,scheduled_inspection,4.1,790,False
WO_002988,MY_N12135375710,2026-02-26,2026-02-27,scheduled_inspection,civil,scheduled_inspection,3.7,107,False
WO_002989,MY_N12135759497,2026-02-26,2026-03-02,radio_unit_refresh,rf,equipment,3.5,4816,True
WO_002990,MY_N13659918586,2026-02-26,2026-03-01,raise_cabinet_and_seal,civil,flood,16.2,6111,True
WO_002991,MY_N6745537235,2026-02-26,2026-02-27,raise_cabinet_and_seal,civil,flood,1.0,2773,True
WO_002992,MY_N8302956903,2026-02-26,2026-02-27,scheduled_inspection,civil,scheduled_inspection,1.1,428,False
WO_002993,MY_N8422298542,2026-02-26,2026-03-01,slope_stabilize_and_tension,civil,terrain,3.7,2103,True
WO_002994,MY_W1259673925,2026-02-26,2026-02-28,battery_genset_service,power,power,1.1,2936,True
WO_002995,MY_N11484371222,2026-02-27,2026-02-28,slope_stabilize_and_tension,civil,terrain,0.6,5110,True
WO_002996,MY_N11738300326,2026-02-27,2026-03-01,slope_stabilize_and_tension,civil,terrain,1.2,3063,True
WO_002997,MY_N12531429458,2026-02-27,2026-03-04,battery_genset_service,power,power,7.6,4000,True
WO_002998,MY_N3902995324,2026-02-27,2026-02-28,scheduled_inspection,civil,scheduled_inspection,0.1,1059,False
WO_002999,MY_N7033248825,2026-02-27,2026-03-03,vegetation_clearance,civil,vegetation,3.0,4471,True
WO_003000,MY_N8302956904,2026-02-27,2026-02-28,scheduled_inspection,civil,scheduled_inspection,0.2,818,False
WO_003001,MY_N13526994647,2026-02-28,2026-03-01,scheduled_inspection,civil,scheduled_inspection,0.4,945,False
WO_003002,MY_N6354464187,2026-02-28,2026-03-03,raise_cabinet_and_seal,civil,flood,5.6,405,True
WO_003003,MY_N8044980541,2026-02-28,2026-03-03,vegetation_clearance,civil,vegetation,1.1,2082,True
